category,project,InducingDate,BugFixing,FixingDates,InducingMessage
Quantum Annealing,shinmorino/sqaod,bfb01b793091ec612058b34062afc86eb4ab6830,2017-12-18T10:48:01Z,a9a27bedf8005c5bdd3c0070bfd2b283b9f3408d/197e153547873462fea816ca1a3a1c515ae23548/8998a1aa24421fc24149a31e46be5b1cf8815ea9/67430e10130d67ad112d2f03689e4c523875c075/a7facc15a0a7bf1312f722d10dc2ad332c32daa7/e663ae995e4250835da2a7b7de8b7c9102781c87/7a8a580698233d1f5a6bd6b5db6e86e669cdd85e/51dea40827b22d29c3a44806f09f25270dfd2ca6/ca96235d86354f24b63483df07c1d4d950661e37/2c6c9a7cf4eac60c2510a87a3cb0168538a2fd46/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/c76afcfe681e0f1ebe8ae4dab3a486f43179af32/,2017-12-19 02:31:48+09:00/2018-01-20 23:05:50+09:00/2018-02-11 13:46:54+09:00/2018-01-09 20:31:46+09:00/2017-12-26 22:24:28+09:00/2018-03-10 08:46:18+09:00/2018-02-12 23:11:09+09:00/2018-02-18 20:04:14+09:00/2018-01-09 18:20:35+09:00/2017-12-21 12:07:35+09:00/2018-02-25 17:54:40+09:00/2018-02-23 09:10:40+09:00/,updated/refactored CPU implementation.
Quantum Annealing,shinmorino/sqaod,ef0c5f8340f4b08275ae3bba4f2c9df9efc55fdb,2018-01-17T16:15:50Z,fe4debd1053e8a0a692da58f953ec5a70e6427f1/b4978818420de256b6d108cff47a323998340622/d50a0e8d6745f908d456e029983dda73e0176394/741813d905c794d0cd3242a888dd81a52617b312/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/,2018-01-22 21:51:34+09:00/2018-01-28 17:44:48+09:00/2018-02-16 07:40:15+09:00/2018-01-20 22:16:05+09:00/2018-02-25 17:54:40+09:00/,Adding assertions.
Quantum Annealing,shinmorino/sqaod,d4752391eaade464438344746d8f33d42803debb,2018-03-18T04:59:57Z,61d2293ae51b170fcb8f789c5d0a7351ea2a9810/3fddf24b6b4ea966662ef5b15493323d9798928c/5552811715af5bb4f958175f208e140fd36a0cd0/,2018-06-03 18:52:21+09:00/2018-06-03 16:55:43+09:00/2018-03-18 19:05:30+09:00/,Range coverage test added to CPU brute force searchers.
Quantum Annealing,shinmorino/sqaod,fe7e624adf933c96b938f7bae8f9436395281c55,2018-01-30T04:49:37Z,6d94ab6a11177207caaa2c90d92500f0651e102c/,2018-02-23 09:11:44+09:00/,Fix: correct x is appended.
Quantum Annealing,shinmorino/sqaod,cfe305c710b32bcf9611e0b8530e1ba2340e0e1d,2018-01-09T09:23:42Z,d3ff46cd0bc1e45e16d3fe3bdd79353dbd061333/e301614fcea9a74e004a4de7e464627fda82a721/8f7dd3d7369e4c320b6c3b9a5e5e0f464fada579/e6f97dd93435c5d9f8582545075c371a8759a227/a2316dc74ad2208514f6c57b30e97c6a657b516c/,2018-01-09 19:00:11+09:00/2018-02-25 13:53:25+09:00/2018-01-09 18:52:44+09:00/2018-01-10 01:52:32+09:00/2018-01-09 18:55:38+09:00/,"Revert ""mend""

This reverts commit ca96235d86354f24b63483df07c1d4d950661e37."
Quantum Annealing,shinmorino/sqaod,d0ac9dd455ba8968fe38096a0337cde1cb319ebc,2018-01-30T04:51:28Z,15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/,2018-02-25 17:54:40+09:00/,Adding default opt arg.
Quantum Annealing,shinmorino/sqaod,b15e3c9fe8f1085cd5078a2e5385f72dfca4e7e3,2018-02-27T10:42:13Z,a900549215ef01b22476015b60fccd2519f0825f/e473f87b6bc569b8b2c52f27afa49eb525efe9fd/,2018-03-14 23:12:20+09:00/2018-03-14 21:49:43+09:00/,set self._cobj before possible occurence of exception on initialize().
Quantum Annealing,shinmorino/sqaod,ceec313cffef9301baa596b1e07be308318137da,2018-01-17T11:03:28Z,0f271d689293c558daa44ce6afc94cd8cd449ade/ef0c5f8340f4b08275ae3bba4f2c9df9efc55fdb/,2018-01-22 22:41:27+09:00/2018-01-18 01:15:50+09:00/,fixed for g++.
Quantum Annealing,shinmorino/sqaod,a81387f3e96c7b70654e929d08bbbd7f6797ed37,2017-11-27T13:10:09Z,76241c52270219de115e238140f69ac009d4fb2b/09e6caf157125032de0e3e23db26579cb81e3cab/,2017-12-17 01:38:11+09:00/2017-12-01 18:12:24+09:00/,adding batched version for rbm_bf_solver.
Quantum Annealing,shinmorino/sqaod,209f06e6b4c02409a8b5052fe90a0525bc0cae66,2017-10-28T09:39:59Z,f3f852d762582728c15405e760396db5bd9eac34/3e84b9d53dbc9fe395c5a4c26ad6f509adee0c24/3a373832d1acaa4cd2bab5e68ecfecf81716b5ed/355e808287082bc5967124767cd7ac9973db3a99/15a03944cd9fdbb1414505eec5186861e85a111b/81bcaa11e8e08ead6d227704d768255eb560a1c3/4e4f33c72ccbf35e7d8ae6e3726a00201f1a9317/5235c8b1e9401910a4b15d1f6ed9ce37107506fd/,2017-10-28 22:28:16+09:00/2017-10-28 19:38:41+09:00/2017-11-19 23:26:41+09:00/2017-12-17 14:52:18+09:00/2017-10-28 22:29:12+09:00/2017-10-29 08:44:23+09:00/2017-12-29 11:04:51+09:00/2017-12-31 16:07:57+09:00/,First working version with native C extension.
Quantum Annealing,shinmorino/sqaod,b14bab3f0d6746df1f72d5d374eaf184ffcd6e6a,2018-03-03T07:13:09Z,f33d12132926c17da124da1b4331e385184ff4ec/9c098380e12361f8999cc0a22ad10443ea3faf59/db55c53ca591dc1df9fc7db50de3f00e946b86f6/,2018-03-04 13:06:34+09:00/2018-03-11 19:42:50+09:00/2018-03-23 09:32:16+09:00/,debian package files confirmed to work.
Quantum Annealing,shinmorino/sqaod,0e830b15704a865b613aa5a72a4095ae127ce76f,2017-12-16T08:39:13Z,a7facc15a0a7bf1312f722d10dc2ad332c32daa7/,2017-12-26 22:24:28+09:00/,trivial.
Quantum Annealing,shinmorino/sqaod,a2316dc74ad2208514f6c57b30e97c6a657b516c,2018-01-09T09:55:38Z,15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/7d8af4caee952ad0ca44b318d251df51b75140b4/6d94ab6a11177207caaa2c90d92500f0651e102c/,2018-02-25 17:54:40+09:00/2018-02-01 17:48:02+09:00/2018-02-23 09:11:44+09:00/,added missed batchSearch method.
Quantum Annealing,shinmorino/sqaod,1ee4f3fd2002a69a113c0e993441b9ea222656cb,2018-02-03T15:15:11Z,bba65fe5c0beaa953b7b0bcd8a7668be1652936b/2fad6365eec3247ea806381b175194415c7c62fc/c8f775739b6382394de37c1a0502b7c28f21d6b6/b9f8beb6dfb33833d0956c4c7a9e10682b671b71/ed361f2f2db33cc6bfd359ca7273205adcedb4c1/,2018-02-10 21:30:48+09:00/2018-02-04 18:23:38+09:00/2018-02-11 06:29:29+09:00/2018-02-04 00:27:15+09:00/2018-05-31 20:24:35+09:00/,The first implementation of SegmentedSum.
Quantum Annealing,shinmorino/sqaod,58e90acdc45077b76758d6849bf01e30bd9c9aed,2018-01-04T03:31:50Z,88cea7156bc8261262524c2eab17c203c974f34a/608d28386c6cec54be329bfc286367328a8654f2/,2018-02-12 23:57:56+09:00/2018-03-03 15:06:08+09:00/,"fix version, fix source for c-extention."
Quantum Annealing,shinmorino/sqaod,37b048b7bf6d12b80c63ea16f3e1a69b816ce654,2018-01-28T08:49:01Z,3c12052e835992a26f13cff91162e2e5d6beeaea/,2018-04-30 11:18:18+09:00/,Adding stream.
Quantum Annealing,shinmorino/sqaod,5139fe459bd23e1e23feb8ab9f08e729ef8568ca,2018-02-27T10:47:23Z,2591299b73c6cbf255f7b95c22b45920d65fbe6c/913cafa491f08a4b9bd3b316249f8e1f380931b2/ca08b375b10f18ec21e485d065a05f4a9bc9e4d3/06bb1f849ab5b6bdf77af626cb88785de5ddf305/f215f2cec3451929fb66e194a4608c3438dca147/cb09b5a4ba6a113cd759b2dbc927d3c9a389ce38/17f1b49b722315b15491f4e9abff8d74dcf7779b/4ecea181623136c32e4f00cdd011a2fde881f52f/eea339c7bfe07ef16aae630aae26ed48fc54f781/ebbbb460a9155185b9dc57d5aec7212b915f37e5/a2253d3d357b8ac0622bd321af38c93991a4d9b9/715f7eb455b73d65fc3722eb0144083bee06732c/6bb5ca0f160cdf09cf436fe1b071cbc14dd5461a/38815c7b10093e17dd0a7fac0d4a67c217beb174/e473f87b6bc569b8b2c52f27afa49eb525efe9fd/208120cd79b35aec45ead9da55a9080f8d1f3705/052390429f6eba3741bc2882ea052b0f8c7ba0e8/69ea32959e6768c8056ad1c533494f0975ae6960/6780796adc0ae728a51bce32e16839e3632d3317/,2018-03-17 12:54:05+09:00/2018-10-21 22:45:25+09:00/2018-03-13 19:45:29+09:00/2018-04-16 06:10:48+09:00/2018-04-21 13:58:49+09:00/2018-03-11 11:00:21+09:00/2018-04-16 20:54:31+09:00/2018-11-03 15:03:35+09:00/2018-11-08 19:10:28+09:00/2018-10-23 08:12:49+09:00/2018-03-04 10:04:50+09:00/2018-03-15 19:46:32+09:00/2018-03-11 12:14:41+09:00/2018-11-07 19:48:49+09:00/2018-03-14 21:49:43+09:00/2018-03-18 23:00:31+09:00/2018-03-11 10:08:34+09:00/2018-03-03 14:35:00+09:00/2018-10-18 18:05:24+09:00/,implementing python solver interfaces.
Quantum Annealing,shinmorino/sqaod,b4ac9cbf525ddf51ff2ff201a25d1ae2d86b8282,2018-03-31T22:54:00Z,7f4a6ba920c5f72efcec1a5aa76b272d98cb5138/226e9f6b14aa92ce6ffd3da537def728432a47ed/,2018-04-08 01:52:57+09:00/2018-04-01 19:19:31+09:00/,updating build scripts.
Quantum Annealing,shinmorino/sqaod,8728a10499e3f6df218e44467f382356c9e98dcd,2018-02-25T11:09:02Z,9468f65fe7aecbe17a50c7af2195133c233b7857/bbfd6df405d1f6a2e6258319f4256173cff44875/145c6704d7e05613b92ada6471bf828515273f3f/dc2c762c738a261b3549e9fc8402c2643517932e/e473f87b6bc569b8b2c52f27afa49eb525efe9fd/5e69192ecc056b4c1434d71012fca17419251956/596c7b75cd34a1c17a54d40d82db82005b75c0ac/a247b67ba0c8eb8357c8d3c74173b5a873893f12/8b3c75de73af10dae8c80632888bc7eec80c9b76/3345e65977fb0c0f5eb7be1f6317a76169fa7ae0/0360f385c8392d9e28f6ea86e315714f891e6f34/57b1652ea29038c6424914b8128ff2d8d7a908a3/87fde600be00f924543340249f081d1b0763e166/996a06ac5f72913c734473d451167c16cae1a689/,2018-05-06 18:59:09+09:00/2018-03-11 20:00:50+09:00/2018-05-06 19:11:11+09:00/2018-03-03 17:12:30+09:00/2018-03-14 21:49:43+09:00/2018-02-27 19:39:01+09:00/2018-03-10 11:18:04+09:00/2018-03-11 09:28:34+09:00/2018-03-03 15:00:13+09:00/2018-03-11 16:07:01+09:00/2018-03-04 13:05:05+09:00/2018-03-05 22:24:41+09:00/2018-02-28 21:04:05+09:00/2018-03-03 23:01:27+09:00/,"Dirs renamed.  Paths are adjusted.
python -> sqoadpy,
libsqaod -> sqaodc."
Quantum Annealing,shinmorino/sqaod,99a0a7af110539cd74b92df5371f04a218fa4a5a,2018-01-20T13:59:47Z,0f271d689293c558daa44ce6afc94cd8cd449ade/8b3c75de73af10dae8c80632888bc7eec80c9b76/fc0e685b5f3d47914dcb4adb5d1ffb3c347d0376/87fde600be00f924543340249f081d1b0763e166/89a81c98216b84b2692372b278054f8b92eb733a/cc2a855f0ae99c695376273974cc8210d98b10a8/,2018-01-22 22:41:27+09:00/2018-03-03 15:00:13+09:00/2018-01-28 18:21:00+09:00/2018-02-28 21:04:05+09:00/2018-01-31 19:36:59+09:00/2018-03-18 14:00:45+09:00/,compilation check on g++.
Quantum Annealing,shinmorino/sqaod,50a47eaa4d16a1e077e983d8ee61a306c51eb356,2018-03-27T07:27:51Z,0010e146a670dd7aaf920fb7a41779762d9e4acd/,2018-05-04 20:42:47+09:00/,"rules re-added.
fixed gen.py to give correct deb preferences."
Quantum Annealing,shinmorino/sqaod,0e064da3a6ce9ec7f139f2c7a2e894be2b1d7d1d,2018-02-14T16:39:31Z,e3249ed328b34f4d142552830ceea85ea1fef4c7/,2018-02-22 00:21:19+09:00/,Fix: libcuda.la not linked.
Quantum Annealing,shinmorino/sqaod,36df2b2f4ea5a9436a44d67ceff58c941830afe8,2018-02-03T15:30:55Z,0ee1dce47b8f12b92cbaaa28f4ce465a03458a22/,2018-03-11 08:54:21+09:00/,Fix warning.
Quantum Annealing,shinmorino/sqaod,6bb5ca0f160cdf09cf436fe1b071cbc14dd5461a,2018-03-11T03:14:41Z,c8507fd2a1b329caa86080c84a5a44dcf39bd873/3c7092908943705948f1c3c93f139b6b5ff0a26e/3d5abd4dabb10e17f65a50c5f44d5e3b584fa255/8344fd58fdc95fc3f3f82cfe1a85b8eface50778/,2018-04-21 19:11:46+09:00/2018-03-17 13:26:01+09:00/2018-04-21 19:12:00+09:00/2018-04-21 18:59:11+09:00/,names including bits are changed to include bitset.
Quantum Annealing,shinmorino/sqaod,bdfd358fe2817c0be80bc970cc0ee52da1bc665a,2018-03-07T23:08:58Z,ac72642b974d44d6fe8a41a44c0129c2dabaa99d/43b3bcf4b75cb198f9c85585f60d020ed6e0e5c8/3fddf24b6b4ea966662ef5b15493323d9798928c/61d2293ae51b170fcb8f789c5d0a7351ea2a9810/d6f6fdc7aa1e4965fd2d6d63e66e5114917fdad8/,2018-03-09 07:10:01+09:00/2018-03-09 19:01:39+09:00/2018-06-03 16:55:43+09:00/2018-06-03 18:52:21+09:00/2018-03-13 08:43:12+09:00/,Fix: use omp_get_max_threads().
Quantum Annealing,shinmorino/sqaod,a2253d3d357b8ac0622bd321af38c93991a4d9b9,2018-03-04T01:04:50Z,5ce8a66a3eac8c383653052e01cf9936395017bf/e473f87b6bc569b8b2c52f27afa49eb525efe9fd/715f7eb455b73d65fc3722eb0144083bee06732c/,2018-04-15 11:56:21+09:00/2018-03-14 21:49:43+09:00/2018-03-15 19:46:32+09:00/,Fix: set_x().
Quantum Annealing,shinmorino/sqaod,8b3c75de73af10dae8c80632888bc7eec80c9b76,2018-03-03T06:00:13Z,64baed18147921e381b831d79346742291230345/5b7123a56971403654267e7c0ccaf83e4908020c/ed69d4ee86b072b3e81d8db45c891033bacb97a2/0360f385c8392d9e28f6ea86e315714f891e6f34/93b486636c2239d459e1fc99d629adc31c703212/a7c29c09bfe72eb54aefaa2392e4e348728d487d/cc2a855f0ae99c695376273974cc8210d98b10a8/,2018-03-11 09:07:03+09:00/2018-11-03 17:38:48+09:00/2018-03-05 22:24:25+09:00/2018-03-04 13:05:05+09:00/2018-04-15 11:41:23+09:00/2018-03-03 16:14:05+09:00/2018-03-18 14:00:45+09:00/,autotools files moved from sqaodc -> top srcdir.
Quantum Annealing,shinmorino/sqaod,0360f385c8392d9e28f6ea86e315714f891e6f34,2018-03-04T04:05:05Z,d860fda932ed12054f9e0deb387cfc94f6885bf4/64baed18147921e381b831d79346742291230345/a247b67ba0c8eb8357c8d3c74173b5a873893f12/b4ac9cbf525ddf51ff2ff201a25d1ae2d86b8282/0a7db3de1395628bdd9c167d0eb85df8d511d130/93b486636c2239d459e1fc99d629adc31c703212/,2018-07-28 09:30:55+09:00/2018-03-11 09:07:03+09:00/2018-03-11 09:28:34+09:00/2018-04-01 07:54:00+09:00/2018-03-27 16:35:39+09:00/2018-04-15 11:41:23+09:00/,"build.sh updates, and relating fixes."
Quantum Annealing,shinmorino/sqaod,a5a41d06a66d8e7cbba4ed862da8391bc36dfb96,2018-01-30T04:47:41Z,2511ac6d98093fe8be54abb138533c98428c6ab3/cca1c0bfb53395e90a9c70e5e801d92154e7ff3a/5a28cf25d99af73b19c13b6d664c387edbe81206/5bfa035dfa1e21670523a90b74639ce7a9686e6e/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/ed69d4ee86b072b3e81d8db45c891033bacb97a2/,2018-02-24 15:21:18+09:00/2018-02-04 00:09:14+09:00/2018-02-18 20:04:51+09:00/2018-02-02 12:29:51+09:00/2018-02-25 17:54:40+09:00/2018-03-05 22:24:25+09:00/,The first working version of DeviceRandom.
Quantum Annealing,shinmorino/sqaod,ceb06e29b9a331d274ade78034f26cb7b8bfdeff,2018-02-11T12:30:54Z,cb09b5a4ba6a113cd759b2dbc927d3c9a389ce38/e7bc71ccdd5cfd87b0e292334e7628c0323732d1/bb6f288650409dcc213c77a866a5736442183965/208120cd79b35aec45ead9da55a9080f8d1f3705/e301614fcea9a74e004a4de7e464627fda82a721/e663ae995e4250835da2a7b7de8b7c9102781c87/8728a10499e3f6df218e44467f382356c9e98dcd/3bb2a88a7a4cecec6cbff9f1063b0bcbe33ecf64/928cb12ca0b60e63cf52e073c40ff64ce4ea10d0/51dea40827b22d29c3a44806f09f25270dfd2ca6/22acbd74016a64cffc298468c3a4f58a9a9b89ae/ef198f8fbe20e8a5c193d3d146f7e1244a4ad29d/15a7d5e53bbaa04bd11cf29670d5b95078abf8c4/3345e65977fb0c0f5eb7be1f6317a76169fa7ae0/3c12052e835992a26f13cff91162e2e5d6beeaea/087aec9ae215d8ea29bc0df14e5ab060e7d848b5/0ee1dce47b8f12b92cbaaa28f4ce465a03458a22/5ce8a66a3eac8c383653052e01cf9936395017bf/,2018-03-11 11:00:21+09:00/2018-02-16 07:38:50+09:00/2018-02-12 15:59:37+09:00/2018-03-18 23:00:31+09:00/2018-02-25 13:53:25+09:00/2018-03-10 08:46:18+09:00/2018-02-25 20:09:02+09:00/2018-03-11 08:01:58+09:00/2018-02-14 20:02:54+09:00/2018-02-18 20:04:14+09:00/2018-02-12 11:14:58+09:00/2018-02-24 21:22:35+09:00/2018-02-25 17:54:40+09:00/2018-03-11 16:07:01+09:00/2018-04-30 11:18:18+09:00/2018-03-11 11:52:31+09:00/2018-03-11 08:54:21+09:00/2018-04-15 11:56:21+09:00/,The first implementation of CUDABipartiteGraphAnnealer.  Not tested yet.
Quantum Annealing,shinmorino/sqaod,b3e1a23f93d194a399c1a4880d329b5b4d893dc3,2018-01-31T10:37:51Z,3c7092908943705948f1c3c93f139b6b5ff0a26e/,2018-03-17 13:26:01+09:00/,Reversing bit order according to the change in C/CUDA implementation.
Quantum Annealing,shinmorino/sqaod,3fddf24b6b4ea966662ef5b15493323d9798928c,2018-06-03T07:55:43Z,45682fc39341c3002056c6f1e2a84efa232aadfc/df6aaf7c4d8c619901410673fe70deac9bbd2245/d63d5f92df3df630c56f90b82cc6e6922b064ffe/61d2293ae51b170fcb8f789c5d0a7351ea2a9810/0914a5fb9b64389c215bf92cfaf39d98ef27df7e/b4bf9434fa3bb260b2e52342cbb91547f31b35b1/0339ce6b36904bbd87550f85dca36e62a1f60bf3/2582346743cb2554ccba1e852e0015271401f28b/,2018-11-07 20:27:12+09:00/2018-06-04 07:49:33+09:00/2018-06-04 07:47:18+09:00/2018-06-03 18:52:21+09:00/2018-10-25 19:08:58+09:00/2018-11-10 17:24:55+09:00/2018-10-25 23:48:31+09:00/2018-06-19 18:27:11+09:00/,Seperating single thread execution and parallel execution by using OpenMP.
Quantum Annealing,shinmorino/sqaod,ac98f36d65c5c0c150e3f5ca151d4a678cf4220e,2018-04-21T10:06:41Z,2f699925b84c496effdc87bb8402fd739e470e1b/,2018-05-09 22:53:20+09:00/,Fix: batched  energy funcs do not accept nBatch = 1.
Quantum Annealing,shinmorino/sqaod,cbc54654b56bd4bb16ed461574585ac0e838c1c9,2018-01-09T11:42:09Z,6f94114236ecc1149f3c6ddb56bdc0033836891c/c0971999241b54b040dcef4b86a7d1167b2fac88/2467af5813712f00768b6e1ff8eb35aecea34e75/b064bec988691c6572c3d31dcb327ccf5752b59e/f7090c571063282059d57837af6c9a118c56c5e4/,2018-01-20 22:28:34+09:00/2018-01-30 14:38:15+09:00/2018-01-28 17:48:28+09:00/2018-01-14 16:14:52+09:00/2018-06-19 18:10:37+09:00/,"The first working ersion of memstore, and relating changes."
Quantum Annealing,shinmorino/sqaod,43b0c7db3266adc616433eebfcf688bfb6392ed3,2018-02-25T13:45:12Z,bbd6945aef7a8ec6cade1c7130b2d865b43ad71c/63ea9e54e15be066fb90485edd12c357e57df40a/,2018-03-11 19:38:21+09:00/2018-03-18 19:12:27+09:00/,Tests updated according to namespace changes.
Quantum Annealing,shinmorino/sqaod,45e9cdb63b71ace46d0844d817bdba6a98cf3217,2018-02-18T13:41:08Z,e60e114134a806b38afdd833b023bfafa89e14a2/1b183cce5d3021515a381176a2b282250ecf0ddf/9615953847a8f843cf292778e08aab1ecb487a28/f7b126f6dd2ca76ef04491b61ff078bb35878235/,2018-04-20 05:00:03+09:00/2018-02-25 22:44:31+09:00/2018-02-21 19:08:20+09:00/2018-04-20 05:01:17+09:00/,Adding c-extention project template and generator script.
Quantum Annealing,shinmorino/sqaod,1fb06e84de3f0ba2faf04ad5dee9a4d5e53f2227,2018-01-07T04:14:08Z,f190c4a6e403f70081fc9f4c664015d221c01e71/,2018-01-17 19:40:47+09:00/,minor fixes.
Quantum Annealing,shinmorino/sqaod,5e081b0101a8d9b3b0d485e9331971432b9b67a6,2018-06-24T08:34:31Z,a4f79da9ebd77f1b9c0def837279ccbb8e4e17c4/,2018-07-01 07:02:46+09:00/,Suppress warning on VS.
Quantum Annealing,shinmorino/sqaod,3bb666dc8796ff412258bd1587a52caca1d819fd,2018-03-09T23:49:38Z,e473f87b6bc569b8b2c52f27afa49eb525efe9fd/715f7eb455b73d65fc3722eb0144083bee06732c/,2018-03-14 21:49:43+09:00/2018-03-15 19:46:32+09:00/,Interface changes applied to python and python c-extension.
Quantum Annealing,shinmorino/sqaod,451b24e573d5a26e1c4c6ceb0a0bda8175d46ac5,2018-05-05T00:35:28Z,c0fb1835741eaedfb6dd79a22f1992331423d358/262b1a29d59f65139103d403325add571af471b0/b52801c16cc58a90082fe02e53bcf25a4688a068/d7b51e59246f0d2babb24fce79fab20de3349b38/,2018-09-16 13:24:48+09:00/2018-05-05 15:31:57+09:00/2018-07-01 16:56:13+09:00/2018-05-05 20:33:20+09:00/,Updating for beta1 release.
Quantum Annealing,shinmorino/sqaod,cf1fe9c1dcc6fb7d2fcee712d4b6a1d3cecb2b45,2018-01-17T16:14:56Z,7d8af4caee952ad0ca44b318d251df51b75140b4/,2018-02-01 17:48:02+09:00/,add compare operator for Dim.
Quantum Annealing,shinmorino/sqaod,c0e61e12530868dfec7bbc33f3ad6bea368807f7,2017-12-29T06:50:09Z,7bda5d88adfd734f45e3d4ba46b622fe2b19a1c0/4f0a9738f18971072c839e5f270a7f0939989fea/1e44f1b1db7ca83af36c296a21d552f72bfb4808/e473f87b6bc569b8b2c52f27afa49eb525efe9fd/67430e10130d67ad112d2f03689e4c523875c075/376b9404c20d55f08b7459cbfeb97a25a67eeded/fc6b3b73b80991437f7f7aff484f92e58eca11d7/b7f4938370a8eb626f0717662cd632ddd641fdfc/934d0ee465d41d60f46d06531b650200d6c556d1/d97c20b201ea167910874a2f13516b06d85c9e77/3345e65977fb0c0f5eb7be1f6317a76169fa7ae0/99b093a38c88e602d30d11ab8d9e1d13981b5000/715f7eb455b73d65fc3722eb0144083bee06732c/34dbdf436db70f7c8b12e067e7ef84ed23640e6b/d4fb5d40723bdf36299b3307847c118bccd092fd/596c7b75cd34a1c17a54d40d82db82005b75c0ac/83cf129139c712a7428cd72eda4ee83040b71cfb/,2018-02-18 20:09:09+09:00/2018-02-25 23:29:21+09:00/2018-03-13 19:46:32+09:00/2018-03-14 21:49:43+09:00/2018-01-09 20:31:46+09:00/2018-02-18 20:08:24+09:00/2018-02-18 22:38:58+09:00/2018-02-16 19:53:01+09:00/2018-01-01 00:22:30+09:00/2018-01-18 01:21:01+09:00/2018-03-11 16:07:01+09:00/2018-02-01 17:49:46+09:00/2018-03-15 19:46:32+09:00/2018-02-12 22:59:11+09:00/2018-01-01 05:54:35+09:00/2018-03-10 11:18:04+09:00/2018-04-16 20:52:09+09:00/,cleaning up.
Quantum Annealing,shinmorino/sqaod,496581b4075618439acd9b084638c7e9ad619d7f,2018-06-30T10:46:58Z,0339ce6b36904bbd87550f85dca36e62a1f60bf3/,2018-10-25 23:48:31+09:00/,removing 'struct' to suppress warning in VC.
Quantum Annealing,shinmorino/sqaod,5a28cf25d99af73b19c13b6d664c387edbe81206,2018-02-18T11:04:51Z,ed69d4ee86b072b3e81d8db45c891033bacb97a2/,2018-03-05 22:24:25+09:00/,seed() uses unsigned int.
Quantum Annealing,shinmorino/sqaod,0eebf9c6a196bc9d79ee67d72f5f755b632c65d4,2018-02-11T12:27:53Z,20a761956bcdb0c8a8a3a35928a788cb23c8371b/087aec9ae215d8ea29bc0df14e5ab060e7d848b5/,2018-05-03 14:13:11+09:00/2018-03-11 11:52:31+09:00/,Using explicit type of Bits for VectorType<char>.
Quantum Annealing,shinmorino/sqaod,b6032d40d7b6ab3ae33bc00c30454325015878f9,2018-05-05T00:34:39Z,faad80d682e26256ec173059080a4cc5e56131f0/,2018-05-05 20:36:22+09:00/,Version is updated to 0.2.0b0.
Quantum Annealing,shinmorino/sqaod,dd7c6b41f3e76fb624c3505491d4e7ce32d3d254,2018-03-18T10:15:59Z,3fddf24b6b4ea966662ef5b15493323d9798928c/,2018-06-03 16:55:43+09:00/,clearing VC warning.
Quantum Annealing,shinmorino/sqaod,cce05e2307959395b2f3e341b0dfd00d7f3a2f85,2018-06-30T12:29:13Z,6780796adc0ae728a51bce32e16839e3632d3317/,2018-10-18 18:05:24+09:00/,W and J are symmetrized.
Quantum Annealing,shinmorino/sqaod,a7863690880ff37e206bce4a0cc5096c475a6a85,2018-02-18T11:06:13Z,c5486c4e0b252f2d7d1d5babf3a93e6b55d45945/30364681f071a84110e1dd34e670fa63caf17517/43b0c7db3266adc616433eebfcf688bfb6392ed3/,2018-03-18 21:08:05+09:00/2018-02-23 23:14:52+09:00/2018-02-25 22:45:12+09:00/,Applying updated interfaces.
Quantum Annealing,shinmorino/sqaod,a44d43c36ada67a19995fef0e4dd88e0ded46fa1,2018-02-08T09:10:01Z,bb6f288650409dcc213c77a866a5736442183965/,2018-02-12 15:59:37+09:00/,Adding constructor with device arg.
Quantum Annealing,shinmorino/sqaod,765ece990e8baf34aef45984eb187e8fc2326931,2018-07-01T03:58:02Z,0081ada08e4db3812801d88755d5a026e5d0e41c/b52801c16cc58a90082fe02e53bcf25a4688a068/ec9a9f22b84e2d963a89b67a367aa3c82624c666/,2018-07-01 13:26:21+09:00/2018-07-01 16:56:13+09:00/2018-08-12 11:54:17+09:00/,Updated for beta2.
Quantum Annealing,shinmorino/sqaod,63924f673cbbcd9f94c093bfa29b4be72c542d86,2018-01-14T09:45:25Z,9984fa4afb8e0e5b0fab8bdfcc4ff7fe42006d51/,2018-01-17 19:46:53+09:00/,simple tests added.
Quantum Annealing,shinmorino/sqaod,55fc254d95bbf53476bcf728825ec08a98859fdd,2018-04-21T14:01:13Z,0010e146a670dd7aaf920fb7a41779762d9e4acd/64b82e6a2612a8b87fe1b3e2eedd0c9293c78b4a/6eb2da636e02e0f7be424be8f68fb06d7ea1f87c/5d36e62a5958820532ba1f75788849f045f2d050/833a3e213a7de25811c626a3530d756fe876a57f/,2018-05-04 20:42:47+09:00/2018-04-21 23:13:37+09:00/2018-07-01 13:14:15+09:00/2018-07-01 13:01:46+09:00/2018-04-22 12:15:08+09:00/,Versions updated.
